review_text,category,rate,
Nói chung là sp ưng ý.,POS,5,
Áo mỏng.,NEG,1,
Rất không đáng tiền.,NEG,1,
Giá lại rẻ.,POS,5,
Giá cả thì phải nói ok so vs chất lượng <3 Rất đáng tiền.,POS,5,
Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
Vừa có đồ đẹp vừa tốn ít tiền.,POS,4,
Mới mặc thử đã bị bung chỉ.,NEG,2,
"Chảo chất lượng quá dở,mua về mới nấu 1 lần đã hỏng.tóm lại là lừa đảo Chất lượng sản phẩm rất kém.",NEG,1,
Màu hồng k được tươi như hình ạ.,NEG,2,
Sao cái ảnh nó là lá mà xanh mà nhận hàng nó là màu vàng z shop nhưng mà Giá cả chấp nhận được nên thôi.,NEG,2,
Chỉ tiếc chất lượng kém quá.,POS,5,
Ship mất quá.,NEU,3,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tốt.,POS,4,
"Mua cùng combo quần đc tặng bộ đĩa thần đồng trong nôi nhưng VẪN CHƯA NHẬN ĐC QUÀ TẶNG, SHOP NÓI SẼ NHẬN ĐC SAU 24H ĐĂNG KÝ MAIL NHƯNG ĐẾN NAY GẦN 2 NGÀY RỒI VẪN KHÔNG NHẬN ĐC.",NEG,2,
Thời gian giao hàng rất nhanh.,POS,5,
"Áo cute quá, chất vải dày dặn, quá tốt so với giá tiền.",POS,5,
"rất hợp tiền, thiết kế khá giống hàng auth :-)))),nhưng hơi nặng, à còn về đôi tất tặng kèm thì chưa yêu thương đc.",POS,4,
Chất liệu với áo k giống như trong ảnh.,NEG,2,
Giày gửi k mang đc Tệ.,NEG,1,
Size áo rộng quá.,NEG,2,
ủng hộ lâu dài nói chung hàng trên cả tuyệt vời rất rất đep.,POS,5,
"về chuột có ăn bả, không biết có die không?",NEU,3,
T mua áo ko mặc dc mà còn bị nguoi bán chửi nữa đó mọi nguoi ơi...,NEG,2,
Mua đồ của shop lần này là lần ba rồi mà cái nào cũng ưng 🎀🤟🏻.,POS,5,
"Tiếc là 2c trước dây chun trắng, nhưg bù lại 2c sau dây chun đen.",NEG,2,
Chụp sp hơi dìm.,NEU,3,
Áo đẹp giống hình.,NEU,3,
"Bao bì cũng cũ, dơ, ko được bóng láng.",NEG,1,
Sẽ rinh thêm mấy em còn lại cho đủ bộ.,POS,4,
Với những sản phẩm basic như này rất khó tìm chất vải với giá tiền như thế này.,POS,5,
Hợp ý mình.,POS,5,
Áo mỏng đẹp mát 😍😍 thích lắm cơ.,POS,5,
nhìn thì ok nhưng ko biết sau này dùng ntn.,POS,5,
"- trong ảnh vàng nhu, lấy về vàng chóe luôn.",NEG,2,
"Áo hơi dài tí thui, mang kiểu form rộng cũng đẹp nè, vải được, hình sao áo vậy.",NEU,3,
"Tốt, mặt thoải mái.",POS,4,
"Áo không giống trong hình lắm, mình cũng tầm tầm như mẫu nhưng lại mặc bị chật, các bạn mua nên cân nhắc cẩn thận.",NEG,2,
Ủng hộ shop nữa.,POS,4,
Nếu đây là quần 120k như giá chưa sale thì rất không đáng mua.,NEG,1,
"Vải đẹp, giá cả phải chăng, sẽ tiếp tục ủng hộ shop.",POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Áo đẹp.,POS,5,
"Sản phảm date mới,shop gói hàng rất đẹp và gọn luôn ❤.",POS,5,
thun giãn nhiều quá.,NEG,2,
Shop phục vụ rất chu đáo.,POS,5,
Chất dai tới nỗi sợ béo thêm 1 2 kí nữa là ních k vừa 😂 ủng hộ shop bán hàng 5 💋.,NEU,3,
Giao hàng nhanh!,POS,5,
Sản phẩm tốt.,POS,5,
Cái này chỉ giành cho tuổi mới lớn mới mặc đc ak.,NEU,3,
"Chất mát, mặc vừa.",POS,5,
Đặt 2 sao giao có 1 z shop.,NEG,1,
"Áo form nhỏ, cứng, k êm.",NEG,2,
Áo đẹp lắm bà con cô bác ơi.,POS,5,
Giày đẹp đấy.,NEG,1,
Phù hợp với giá tiền.vải ko mịn.,NEG,2,
Sản phẩm quá chán so với mua ở ngoài.,NEG,1,
Shop phục vụ rất tốt.,POS,5,
Rất ưng 😘😘.,POS,5,
"Chất vải phù hợp giá tiền, nhg mặc ko vừa.",POS,4,
Sẽ còn phải tốn xiền với shop dài dài rồi.,POS,5,
"Shop phục vụ rất tốt, chất vải hơi thô và cứng.",POS,4,
Shop mà có quần áo của phụ nữ với trẻ e nữa chắc e ủng hộ shop kịch liệt luôn ạ.,POS,5,
Nhìn như giây bỏ đi vây.,NEG,1,
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Đáng đồng tiền.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. moi nguoi thong cam du co lau nhung m thay hang oder nhu vay la nhanh lam roi.,POS,4,
"Mặc thích lắm ạ , mỗi tội ship hơi lâu .",NEU,3,
Rất đáng tiền.,POS,5,
Mà quần k ưng lắm.,NEG,2,
Chất vải dày dặn.,POS,5,
Sẽ ủng hộ shop dài dài 💋 Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt.,POS,5,
"Giày mang êm chân, mẫu mã đẹp như hình.",POS,5,
Áo khác so hình.,NEG,2,
Áo nhỏ wa shop ơi.,NEG,2,
Giao hàng có sai size 1/5 sp cơ mặc k vde gì.,POS,4,
Giày đẹp lắm nhé hic hic.,POS,5,
Chất lượng in hơi tệ.,NEG,2,
"Mới đầu k nghĩ quần đẹp như vậy nên mua thử 2c dùg tạm, xog thấy chất ok qá nên phải đặt thêm nữa.",POS,5,
K có gì để chê.,POS,5,
Lần 2 oder hàng của shop.,POS,5,
Giày đi êm chân.,POS,5,
Sau này sẽ ủng hộ shop dài dài 🤗.,POS,5,
"giao hàng nhanh chóng, anh giao hàng dễ thương, shop đóng hói đep.",POS,5,
Ưng cái bụng.,POS,4,
Cái này k phải len tăm mà là cotton nha...,NEU,3,
Giao size lộn tùng tèo.,NEG,1,
"Chất lượng sản phẩm tuyệt vời,chủ shop nhiệt tình giải đáp thắc mắc,nhờ có sim này mà đt lock thành đt QT cmnr 😂 Shop phục vụ rất tốt Rất đáng tiền.",POS,5,
Không hài lòng shop .3 cái áo len tăm 2 size khác nhau giao 2 cái..tiền vẫn trả đủ 3 .chả bít shop làm ăn kiểu gì.,NEG,2,
Hàng đẹp y hình thích lắm ạ 😊.,POS,5,
Nhan tin không trả lời.,NEG,2,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng quá tệ.,NEG,1,
Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,POS,5,
"Hàng kém chất lượng, quá xấu.",NEG,1,
"Sữa thì ko bàn, 4 cái ly ko đc 4 ng trong gđ, 2con trai và 2 ôg bố, mà ly đẹp nên 5sao.",POS,5,
Hài lòng với những sp nội địa Trung từ shop.,POS,5,
Nhưng chất đẹp.,POS,5,
Nhiều chỉ thừa.,NEG,2,
Son khô môi . 07 đỏ cam nhưng lên màu ra màu hồng.,NEG,1,
"Sp bị lỗi, hơi thất vọng.",NEG,2,
Quà rất dễ thương :).,POS,5,
"Shop phục vụ rất tốt, hàng đẹp, chất lượng.",POS,5,
Shoop OK.,POS,5,
Chất vải đẹp .,POS,5,
Đáng đồng tiền.,POS,5,
Sẽ ủng hộ shop tiếp.,POS,4,
Hàng y hình.,NEU,3,
Màu hồng dễ bị dính màu .,NEG,2,
Shop phục vụ rất tốt.,POS,4,
"Hàng đúng như hình, hài lòng, chúc shop may mắn.",POS,4,
Áo được.,POS,5,
Shop bán hàng rất có tâm 😘😘😘.,POS,5,
Áo đẹp.shop nhiệt tình.mua hàng lần hai vẫn rất hài lòng.,POS,5,
Nhưng vải hơi mỏng nhé shop.,POS,4,
"Chủ shop nhiệt tình, đổi hàng thành công, sp Rất đáng tiền.",POS,5,
Shop phục vụ rất tốt Rất đáng tiền Chất lượng sản phẩm tuyệt vời.,POS,5,
Công ty lớn mà đóng gói sản phẩm quá tệ!!!!,NEG,1,
Vải ko đẹp lắm nhưng Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh nói chung vs giá đó là cực đẹp òi.,POS,4,
"Vải dày hơn mình tưởng, màu đỏ cũng đẹp nữa.",POS,4,
Cũng OK hack những mà đặt theo zie sop đưa thi rông qua.,NEU,3,
Bó cánh.,NEG,2,
"K ưng sản phẩm, ai muốn m cho luôn này.",NEG,1,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.,POS,5,
Vải rất mềm.,POS,5,
Chất vải và cả đường may đều khá tệ.,NEG,1,
Máy hơi rít nhưg so vs giá là ok r.,POS,4,
"Phù hợp với giá tiền, ok.",POS,4,
Chủ shop đc cái rep tin nhắn nhanh.,POS,4,
Màu đậm quá😅.,NEG,2,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Nói chung ngon.,POS,4,
Hàng giống hình ok.,NEU,3,
"Shop phục vụ khá tốt, Đóng gói sản phẩm chắc chắn.",POS,5,
Áo bị lỗi.,NEG,1,
Chất đẹp.,POS,5,
Chất lượng sản phẩm tuyệt vời Ao hoi ngắn vải đẹp.,POS,4,
Hơi nhỏ so với hình chắc chụp gần .,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt.,POS,4,
Giao hàng chậm quá.,NEG,1,
"Giao hàng nhanh, chất áo rất dày dặn và đẹp.",POS,5,
"đẹp miễn chê, rất hài lòng về sp.",POS,5,
Áo này bị chật vải không đẹp bằng.,NEG,1,
Shop phục vụ khá tốt.,POS,4,
Quần bị thủng túi.,NEG,2,
Chất lượng sản phẩm tuyệt vời Đóng gói hơi sơ xài.,NEU,3,
"Thích hợp các bạn nhỏ làm nháp, vẽ hình thư giãn.",NEU,3,
Giày đẹp.,POS,4,
Chất lượng tốt so với giá tiền nhưng cánh tay 2 áo hơi dài so.,NEU,3,
Áo bị phai màu in.,NEG,1,
"Áo đẹp lắm ạ, chất vải tốt, giống hình 100% nên mọi người yên tâm mua nha , chủ shop tư vấn rất nhiệt tình, rất đáng tiền.",POS,5,
"Vải đẹp, mát , hàng chất lượng shop ạ.",POS,5,
Thời gian giao hàng nhanh Shop phục vụ khá tốt.,POS,5,
Chất lượng sản phẩm tuyệt vời. 😆 chưa bao giờ thất vọng về chất lượng Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Vải đẹp mà rộng so với người của e...tks shop...,POS,4,
"Đóng gói làm túi bị gấp mất dáng túi, màu tối hơn so với ảnh.",NEG,1,
Sản phẩm OK.,POS,5,
Vải mỏng :)).,NEG,2,
Thanks!,POS,4,
"Áo đẹp giống hình, chất liệu tốt, anh chủ shop dễ thương cực luôn nhé!",POS,5,
Zth lắm shop 👍🏻💓.,POS,5,
Chất lượng đi đôi với số tiền.,NEU,3,
Đẹp lắm dù thời gian giao hàng hơi lâu ❤️.,POS,4,
"Mua 4 chiếc thì 2 chiếc màu nâu chất lượng tốt, còn màu xanh với màu đen chất liệu hơi khác, có vẻ cứng.",NEU,3,
Shop giao hàng rất nhanh.bộ rất đẹp nhé.,POS,5,
Sản phẩm ko như hình mẫu .,NEG,2,
Chất vải hơi cứng nhưng mát chứ k nóng nha!,POS,4,
Sp thì đẹp nhg bạn nào ngực nhỏ ko nên mua Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Vải rất đẹp.,POS,5,
"đặt 10 cái tách, giao hàng thì ko cho kiểm tra hàng, mở ra thì nv trong khi mình trả tiền đủ 10 cái, mở ra thì 1 đóng xà bần, shop làm ăn gian dối.",NEG,1,
Keo dán hơi lộ.Thời gian giao hàng rất nhanh.,POS,4,
"Sản phẩm nhìn rất đẹp,nhưng khi text thì nút âm lượng (-)(+) không điều chỉnh được,ngại đi bảo hành nên cứ coi như tuỳ duyên.",POS,4,
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Lại còn được tặng 1 dây buộc tóc nữa ạ.,POS,5,
Thời gian giao hàng chậm Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sp OK.,NEU,3,
Đợi hơi lâu nhưng ưng lắm. ;) đường may cũng ổn.,POS,4,
Mình ưng lắm luôn í chất đẹp dã man.,POS,4,
Giao đúng size.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Vải ok giống hình nhưng đường may hơi lỗi k đều.,NEU,3,
Thank shop.,POS,5,
Ko đẹp bằng trong ảnh.,NEG,2,
Mặc thoải mái phết.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn....,POS,5,
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,
"Sản phẩm rất tốt, vải xịn, chắc chắn, dày dặn, hình là tự chụp nên sản phẩm có form giống y hình luôn, nhìn rất tin tưởng.",POS,5,
Có được tặng kèm pick gảy.,NEU,3,
Chất lượng tốt.,POS,4,
Đúng size.,POS,5,
"Hàng đặt một đằng, đưa một kiểu, shop phản hồi kém.",NEG,1,
"Có điều màu hồng ko giống trong ảnh, hồng hơn nhìn hơi sến 1 tí. 😂😂.",NEG,2,
Chất luong sp tôt.,POS,5,
Chất lượng sản phẩm tuyệt vời .,POS,5,
Sẽ ủng hộ shop.,POS,5,
Shop phuc vu tốt.,POS,4,
Các nàng dân công sở bỏ qua em này là thiếu xót đấy nhé.,POS,5,
"Mua lần thứ 3 của shop rồi, gối đẹp, mềm, đóng gói sản phẩm đẹp và chắc chắn, giao hàng nhanh 😘.",POS,5,
Chất lượng tạm được.,NEU,3,
Ok giá 59k.,NEU,3,
"Hàng rất tệ, form xấu khg mặc được luôn.",NEG,1,
Thanks shop nhiều 😘.,POS,5,
Màu lên đẹp quá lại còn thơm ạ.,POS,4,
Rất đáng tiền.,POS,5,
❤❤.,POS,4,
Chất lượng sản phẩm rất kém. chưa mặc mà đã rách.,NEG,1,
Tuy nhiên chất liệu hơi cứng.,NEG,2,
"Rất mềm, ko có form.",NEG,2,
Từ khi mua đồ trên mạng thấy lần này ok nhất.,POS,5,
Hàng tạm ổn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,
"Túi rất đẹp nhưng mà lót giấy ít quá làm móp khung túi ạ 😂 , chúc shop mua may bán đắt.",POS,4,
Nói voan thô chứ mình cug k bjk diễn tả chất gì.,NEU,3,
Sp K có size.,NEG,2,
Đẹp lắm chị nhé.,POS,5,
Vải thì ok nhưng Em đặt đen nhưng shop giao đỏ.,NEG,2,
Váy đẹp 😘😘.,POS,4,
Sách đẹp.,POS,4,
"áo in 1 nước mực nên chữ in k đc lâu,.",NEG,1,
"Shop không uy tín, giao hàng thiếu 02 áo ""sơ mi ôm vải cotton tay dài cổ chữ V hàn quốc cho nữ mùa thu"".",NEG,1,
"Hàng Ok , quạt mát , nắp pin hơi lồng không đóng sát dc.",POS,4,
Đóng gói sản phẩm chắc chắn.,POS,5,
Nhưng mặc hơi rộng xíu. 5 sao cho shop.,POS,5,
"Size S mà hơi to nhưng chất vải, đường may ok.",POS,5,
Chất lượng sản phẩm tuyệt vời .Shop phục vụ rất tốt.,POS,5,
Shop giao thiếu 1c nhưng đã hoàn tiền.,POS,4,
"Mình đặt trắng, be, đen , xanh rêu lại giao thành 2 màu đen.",NEG,2,
Hang ko giong nhu hinh anh . xau ko tuong.,NEG,1,
Khi nào hết sẽ ủng hộ shop nữa nè :).,POS,4,
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
"Áo dễ thg, dễ mặc.",POS,5,
"Chất lượng quá tuyệt hàng đẹp như hình ❤️,cám ơn và sẽ ủng hộ shop dài, thời gian giao hàng khá nhanh!",POS,5,
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,POS,5,
Chat liệu thun ok.,POS,4,
"Tư vấn không nhiệt tình,sản phẩm bình thường.",NEU,3,
Giao nhanh nhưng áo bự quá huhu.,NEU,3,
"Ăn muốn ná thở,chỉ có đĩa cơm cuộn là phần ngoài combo thui.",POS,5,
Áo đẹp quá .,POS,4,
Shop tư vấn rất nhiệt tình.,POS,5,
Hàng đẹp chị ah.,NEU,3,
"Đóng gói sản phẩm rất đẹp và chắc chắn, chất lượng sản phẩm tuyệt vời.",POS,5,
Mặc chuẩn.,POS,4,
Bụng to hơn sợ chật.,NEU,3,
Chat liệu vai không được tot.,NEG,2,
Với giá 55k thì hợp lí.,POS,5,
"Giầy đẹp, đóng gói hơi lỏng lẻo, hộp bị móp.",POS,4,
Những phần kẻ bị chóc nếu nhìn gần thì chỉ gọi là tạm dk thoii 7/10 điểm.,POS,4,
"Mua của shop rất nhiều lần rồi, đa phần đều rất ưng ý.",POS,5,
"Chất liệu áo mát, đẹp...",POS,5,
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,POS,5,
Tay áo hơi dài ạ TvT em ốm nhưng mặc vào trông như bà bầu TvT.,NEG,2,
"Mình mua màu trắng cũng sợ trắng quá sẽ nhanh cũ nhưng áo có chút màu sữa, đúng ý mình lắm :).",POS,5,
Điểm trừ duy nhất mình mua huarache đỏ đế trắng của nike thì hộp là hộp adidas 😀 mong shop lưu ý.,POS,4,
Sẽ ủng hộ!,NEU,3,
Đàn tốt.,POS,5,
Hàbg đẹp.,POS,4,
Hàng giao rất nhanh.,POS,5,
Hàng đẹp lm luông😍 giá hạt rẻ 😘,POS,5,
Chất vải với đường may đều rất đẹp và cẩn thận ❤.,POS,5,
Chứ ngoài ok lắm à.,NEU,3,
Hàng chuẩn đẹp.,POS,5,
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,POS,5,
Chất lượng sản phẩm kém Và k dc như mong đợi.,NEG,1,
Chủ shop thì nhiệt tình nha ❤.,POS,4,
Hàng đẹp y hình nhưng mua 2 set thì 1 set thiếu mất 1 cái 😌😌😌😌shop chú ý hơn nha.,NEG,2,
Đôi cao cổ vì đóng gói nên phần đầu giày hơi móp đi vào chắc ks.,POS,5,
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, lần sau mình sẽ ủng hộ shop nữa ah.",POS,5,
Quá đáng lắm luôn... áo gì mà đẹp kinh khiếp !!!!,POS,4,
Chất lượng sản phẩm rất kém.,NEG,1,
Hơi to so với cân nặng chuẩn.,NEG,2,
Giao hàng hơi lâu chút nhưng thôi sản phẩm ok là được rồi.,POS,4,
Sẽ còn mua ủng hộ shop.,POS,5,
Rất đáng tiền.,POS,4,
Giá hơp lý!,POS,4,
"Chất lượng sản phẩm tuyệt vời, hàng rất đẹp, y như hình, yên tâm khi mua.",POS,4,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,POS,5,
"Mình mới đặt sáng 5-11, chiều shop gửi hàng cho vận chuyển mà 10h sáng 6-11 đã nhận đc hàng.",POS,4,
"Y hình, đẹp.",POS,5,
"Giao sai mẫu đặt., cái màu đen xấu ko mặc vừa.",NEG,1,
May ko vắt line.,NEG,2,
Nói chung là shop rất đáng yêu.,POS,4,
Đóng gói sản phẩm chắc chắn.,POS,4,
Nản.,NEG,1,
Đẹp nhưng rộng quá.,NEU,3,
Rất ưng ý.,POS,5,
"ngon và đóng gói cẩn thận thank shop , hết mình Lại mua tiếp ạ :>>.",POS,5,
Đóng gói sản phẩm chắc chắn.,POS,5,
Quá ok nha shop.,POS,5,
Thời gian giao hàng siêu nhanh.,POS,5,
Mang đẹp lắm ạ.,POS,5,
Đặt 41 mà shop giao bằng 43.,NEG,1,
Chất lượng sản phẩm tuyệt vời 45kg mặc vừa khích.chất vải đẹp i hình rất đáng tiền nói chung không chê chỗ nào được hết các bạn cứ yên tâm mua nhé.sẽ ủng hộ shop lần sau.,POS,5,
"Giao hàng nhanh, chất liệu ấm áp, mặc rất thích mỗi cái dễ dính tơ lụa nhỏ và mũ hơi bé.",POS,4,
Mọi thứ rất ok...,POS,5,
San phẩm đẹp dáng chuẩn.,POS,5,
Áo k giống hình.,NEG,1,
In hình bị dính màu đỏ nhạt ở khỏang màu trắng.,NEG,2,
Chất lượng sản phẩm tuyệt vời .,POS,5,
Áo vải đẹp.Hơi lỗi ở lai áo.Đặt 3 cái 3 màu mà Shop giao 2 cái giống nhau.,NEU,3,
"Hàng đẹp , vải đẹp .",POS,5,
Áo quá to vs lại may ko đc đẹp.,NEG,2,
Quần đẹp lắm ạ ^^.,POS,5,
Tiếc là ko còn màu khác để mua thêm!,POS,5,
"Hàng hơi mỏng, nhưng so với giá thành thì rất okiee.",POS,4,
"Gửi thiếu 1 quần shop bù lại bằng thẻ cào, rất nhiệt tình chu đáo.",POS,5,
"Shop phục vụ rất tốt, chuẩn auth.",POS,5,
"Shop giao nhầm size, yêu cầu đổi.",NEU,3,
"Mình mua sz XL to nhất, chị bán bảo mông 90cm vừa nhưng mông mình hơn trăm vẫn bon chen tốt :) quần đẹp như ảnh, chất đẹp.",POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn Đáng đồng tiền Thời gian giao hàng nhanh.,POS,5,
Nhận dc hàng ưng í lắm nhé.,POS,5,
Váy bị lỗi nhưng khắc phục đc.,POS,4,
"Chủ shop nhiệt tình, thân thiện.",POS,4,
Thời gian giao hàng rất nhanH.,POS,5,
Phí ship sài gòn - hà nội hơi đắt 😂.,NEG,2,
"Mặc mát, vải ok.",POS,5,
Chất son mượt.,POS,4,
"shop nhiệt tình tư vấn , giao hàng nhanh , vải đep nha.",POS,5,
Thời gian giao nhanh hơn t tưởng.,POS,5,
Mua hang ben shop chi ung y lam lam luon😚😚😚😚😚😚.,POS,5,
Tui qa nho do voi hinh.,NEU,3,
"Không chê vào đâu được, shop làm việc rất chứ đáo.",POS,5,
"Đẹp, bền vừa với túi tiền.",NEG,1,
Chất lượng sản phẩm tuyệt vời.,POS,5,
Thời gian giao hàng rất nhanh Thời gian giao hàng rấtnhanhh.,POS,5,
Cho 10* í.,POS,5,
Shop phục vụ rất tốt.,POS,5,
Chất bí.,NEG,2,
Vẫn tặng bạn 5* vì nhiệt tình.,POS,5,
Hàng đẹp lắm 😍.,POS,5,
Vải đẹp váy xinh.Mỗi tội mỏng quá 🤭.,NEU,3,
Thời gian giao hàng rất nhanh Hàng rất đẹp. 😍.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
46kí nhưg mặt khôg vừa.,NEU,3,
cảm ơn shop!,POS,5,
"Không phải hàng zin như Quảng cáo, chất lượng dây không tốt.",NEG,1,
Màu khác xa hình chụp.,NEG,2,
"Chất lượng sản phẩm tuyệt vời, đóng goi kĩ, giao hàng nhanh.",POS,4,
"Áo mặc cực đẹp, ai cũng khen. 😊.",POS,5,
K vua long nha.pp.,NEG,2,
"Vải mỏng, cổ hơi rộng nhưng nói chung mặc vẫn ok.",NEU,3,
Áo màu đỏ tươi không...hơi ngắn...,POS,4,
"Áo đẹp, giao hàng nhanh.",POS,5,
"Giày xinh xỉu y như hình luôn, anh chủ shop nói chuyện thân thiện, tư vấn nhiệt tình.",POS,4,
Mỏng nhẹ .,POS,5,
Giá cả lung tung xèng.,NEG,2,
"Chất quần đẹp, giao hàng siêu nhanh, shop tư vấn nhiệt tình, bán hàng rất dễ chịu.",POS,5,
Hàng y như hình.,NEU,3,
Sản phẩm giống như mô tả.,POS,4,
"Túi đẹp, chất vải dày dặn, sờ vào thích lắm giá lại rất rẻ nữa chứ.",POS,5,
Quần cũng ngắn ống .,NEG,2,
"Hàng đẹp vừa ý đáng tiền,bỏ số tiền nhỏ mua đc áo như vậy là đẹp rồi chúc shop luôn đạt đc thành công.",POS,5,
Sẽ tiếp tục ủng hộ shop.,POS,4,
Con thua ao 30k.,NEG,2,
Rất không đáng tiền!,NEG,1,
Quá đẹp từ chất đến form ạ.,POS,5,
Sẽ theo dõi shop để ủng hộ lần sau.,POS,5,
Shop còn tặng thêm mask nữa.,POS,4,
Mua giày của sugood nhiều rồi.,POS,5,
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền.,POS,5,
Chất vải nóng.,NEG,1,
Giao hàng thiếu ko giải quyết cho khách hàng.,NEG,1,
Shop phuc vu rất tot.,POS,5,
Chất vải mặc nóng.,NEG,1,
Sản phẩm nào cũng rất ưng .,POS,5,
Cho shop 10 sao luôn.,POS,5,
Rất hài lòng với chất lượng của shop.,POS,5,
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,
Ok trong tầm giá.,POS,5,
Minh gop ý voi shop la nen dong goi hang can than vi mình nhan duoc hang thi hop nó mop méo het 2 hop.,NEG,2,
"váy rất xinh, chất vải mịn mát,đặc biệt là may không bị ngắn so với chân mình, mặc đi chơi luôn mà ai cũng khen cả nhưng mình không thích chụp ảnh nên không feedback được cho shop.",POS,5,
"Quần vải ok nhưng thắt lưng co dãn ít, khó khăn trong lúc mặc.",NEU,3,
Đang tiếc vì chỉ đặt có 1 em đây.,NEG,1,
"Shop tư vấn nhiệt tình, hàng như hình, giao hàng gói cẩn thận, giá hợp lý.",POS,5,
"Đẹp, Đóng gói sản phẩm rất đẹp và chắc chắn.",POS,5,
"Tạm dc, chưa biết có bền không.",NEU,3,
Vải bao đẹp.,POS,5,
Áo rất đẹp nha mn!,POS,4,
"Áo đẹp cực, rẻ mà đẹp, he he.",POS,4,
Nói cung là oke.. k chê chỗ nào.,POS,4,
cũng dễ sử dụng.,POS,4,
"Giày chất rất ổn, giao hàng hơi lâu chút.",POS,4,
Lần đầu mua hàng online mà ưng như thế !,POS,5,
Áo hơi to ....,NEG,2,
áo đẹp có điều cổ tay hơi nhỏ.,NEU,3,
Áo không dài như hình nhưng khá đẹp Đóng gói sản phẩm chắc chắn.,POS,5,
Y hình 👍.,POS,5,
Da mềm .,POS,5,
"Shop bán đồ ổn nhưng giao lộn size , đặt m giao xl.",POS,4,
Giao hàng nhanh.,POS,5,
Vượt mong đợi.,POS,5,
Đẹp mà rẻ nửa.,POS,4,
Lân sau mong shop chu y hơn.,NEG,2,
Nên mua !!,POS,4,
Tóm lại là ko phù hợp với giá tiền .,NEG,1,
Riêg bộ màu đỏ thì cả chất và đg may đều xấu b ạ.,NEG,1,
"date cả 2 chai đều bị lem,chất liệu chai đựng rất xấu,không láng mịn như các chai mình đã từng mua trước đây.",NEG,1,
Mặc cũng được.,NEU,3,
Shop giao hàng cực nhanh.,POS,4,
"Áo đẹp, dày dặn.",POS,4,
"Vai áo hơi ngắn, còn lại thì OK.",POS,4,
